fileId,group
353,57
354,57
355,57
356,57
357,57
358,57
359,58
360,58
361,58
362,58
363,58
364,58
365,58
366,58
367,58
368,58
369,58
370,58
371,58
372,58
373,58
374,58
375,58
376,58
377,58
378,58
379,58
380,58
381,58
382,58
383,58
384,58
385,58
386,58
387,58
388,58
389,58
390,58
391,58
392,58
393,58
394,58
395,58
396,58
397,66
398,66
399,66
400,66
401,66
402,66
403,66
404,66
405,66
406,66
407,66
408,66
409,66
410,66
411,66
412,66
413,66
414,66
415,66
416,66
417,66
418,66
419,66
420,66
421,66
422,66
423,66
424,66
425,66
426,66
427,66
428,66
429,66
430,66
431,67
432,67
433,67
434,67
435,67
436,67
437,67
438,67
439,67
440,67
441,67
442,67
443,67
444,67
445,67
446,67
447,67
448,67
449,67
450,67
451,67
452,67
453,67
454,67
455,67
456,67
457,67
458,67
459,67
460,67
461,67
462,68
463,68
464,68
465,68
466,68
467,68
468,68
469,68
470,68
471,68
472,68
473,68
474,68
475,68
476,68
477,68
478,68
479,68
480,68
481,68
482,68
483,68
484,68
485,68
486,68
487,68
488,68
489,68
490,68
491,68
492,68
493,68
494,69
495,69
496,69
497,69
498,69
499,69
500,69
501,69
502,69
503,69
504,69
505,69
506,69
507,69
508,69
509,69
510,69
511,69
512,69
513,69
514,69
515,69
516,69
517,69
518,69
519,69
520,69
521,69
522,69
523,69
524,69
525,69
526,69
527,69
528,69
529,69
530,69
531,69
532,69
533,69
534,70
535,70
536,70
537,70
538,70
539,70
540,70
541,70
542,70
543,70
544,70
545,70
546,70
547,70
548,70
549,70
550,70
551,70
552,70
553,70
554,70
555,70
556,70
557,70
558,70
559,70
560,70
561,70
562,70
563,70
564,70
565,70
566,70
567,70
568,70
569,70
570,70
571,70
572,70
573,71
574,71
575,71
576,71
577,71
578,71
579,71
580,71
581,71
582,71
583,71
584,71
585,71
586,71
587,71
588,71
589,71
590,71
591,71
592,71
593,71
594,71
595,71
596,71
597,71
598,71
599,71
600,71
601,71
602,71
603,71
604,71
605,71
606,71
607,72
608,72
609,72
610,72
611,72
612,72
613,72
614,72
615,72
616,72
617,72
618,72
619,72
620,72
621,72
622,72
623,72
624,72
625,72
626,72
627,72
628,72
629,72
630,72
631,72
632,72
633,72
634,72
635,72
636,72
637,72
638,72
639,72
640,73
641,73
642,73
643,73
644,73
645,73
646,73
647,73
648,73
649,73
650,73
651,73
652,73
653,73
654,73
655,73
656,73
657,73
658,73
659,73
660,73
661,73
662,73
663,73
664,73
665,73
666,73
667,73
668,73
669,73
670,73
671,73
672,73
673,73
674,73
675,73
676,73
677,74
678,74
679,74
680,74
681,74
682,74
683,74
684,74
685,74
686,74
687,74
688,74
689,74
690,74
691,74
692,74
693,74
694,74
695,74
696,74
697,74
698,74
699,74
700,74
701,74
702,74
703,74
704,74
705,74
706,74
707,74
708,74
709,74
710,74
711,74
712,74
713,74
714,74
715,74
716,75
717,75
718,75
719,75
720,75
721,75
722,75
723,75
724,75
725,75
726,75
727,75
728,75
729,75
730,75
731,75
732,75
733,75
734,75
735,75
736,75
737,75
738,75
739,75
740,75
741,75
742,75
743,75
744,75
745,75
746,75
747,75
748,75
749,75
750,75
751,75
752,76
753,76
754,76
755,76
756,76
757,76
758,76
759,76
760,76
761,76
762,76
763,76
764,76
765,76
766,76
767,76
768,76
769,76
770,76
771,76
772,76
773,76
774,76
775,76
776,76
777,76
778,76
779,76
780,76
781,76
782,76
783,76
784,76
785,76
786,76
787,76
788,76
789,76
790,76
791,76
792,76
793,76
794,76
795,76
796,76
797,76
798,76
799,76
800,76
801,76
802,76
803,77
804,77
805,77
806,77
807,77
808,77
809,77
810,77
811,77
812,77
813,77
814,77
815,77
816,77
817,77
818,77
819,77
820,77
821,77
822,77
823,77
824,77
825,77
826,77
827,77
828,77
829,77
830,77
831,77
832,77
833,77
834,77
835,77
836,77
837,77
838,78
839,78
840,78
841,78
842,78
843,78
844,78
845,78
846,78
847,78
848,78
849,78
850,78
851,78
852,78
853,78
854,78
855,78
856,78
857,78
858,78
859,78
860,78
861,78
862,78
863,78
864,78
865,78
866,78
867,78
868,78
869,78
870,78
871,78
872,78
873,78
874,79
875,79
876,79
877,79
878,79
879,79
880,79
881,79
882,79
883,79
884,79
885,79
886,79
887,79
888,79
889,79
890,79
891,79
892,79
893,79
894,79
895,79
896,79
897,79
898,79
899,79
900,79
901,79
902,79
903,79
904,79
905,79
906,79
907,79
908,79
909,79
910,79
911,79
912,79
913,79
914,80
915,80
916,80
917,80
918,80
919,80
920,80
921,80
922,80
923,80
924,80
925,80
926,80
927,80
928,80
929,80
930,80
931,80
932,80
933,80
934,80
935,80
936,80
937,80
938,80
939,80
940,80
941,80
942,80
943,80
944,80
945,80
946,80
947,81
948,81
949,81
950,81
951,81
952,81
953,81
954,81
955,81
956,81
957,81
958,81
959,81
960,81
961,81
962,81
963,81
964,81
965,81
966,81
967,81
968,81
969,81
970,81
971,81
972,81
973,81
974,81
975,81
976,81
977,81
978,81
979,81
980,81
981,81
982,81
983,81
984,81
985,81
986,81
987,81
988,81
989,81
990,81
991,81
992,81
993,81
994,81
995,81
996,81
997,81
998,81
999,81
1000,81
1001,81
1002,81
1003,82
1004,82
1005,82
1006,82
1007,82
1008,82
1009,82
1010,82
1011,82
1012,82
1013,82
1014,82
1015,82
1016,82
1017,82
1018,82
1019,82
1020,82
1021,82
1022,82
1023,82
1024,82
1025,82
1026,82
1027,82
1028,82
1029,82
1030,82
1031,82
1032,82
1033,82
1034,82
1035,82
1036,82
1037,83
1038,83
1039,83
1040,83
1041,83
1042,83
1043,83
1044,83
1045,83
1046,83
1047,83
1048,83
1049,83
1050,83
1051,83
1052,83
1053,83
1054,83
1055,83
1056,83
1057,83
1058,83
1059,83
1060,83
1061,83
1062,83
1063,83
1064,83
1065,83
1066,83
1067,83
1068,83
1069,83
1070,83
1071,83
1072,83
1073,83
1074,84
1075,84
1076,84
1077,84
1078,84
1079,84
1080,84
1081,84
1082,84
1083,84
1084,84
1085,84
1086,84
1087,84
1088,84
1089,84
1090,84
1091,84
1092,84
1093,84
1094,84
1095,84
1096,84
1097,84
1098,84
1099,84
1100,84
1101,84
1102,84
1103,84
1104,84
1105,84
1106,84
1107,84
1108,84
1109,84
1110,84
1111,84
1112,84
1113,84
1114,84
1115,84
1116,84
1117,84
1118,84
1119,84
1120,84
1121,84
1122,84
1123,84
1124,84
1125,84
1126,85
1127,85
1128,85
1129,85
1130,85
1131,85
1132,85
1133,85
1134,85
1135,85
1136,85
1137,85
1138,85
1139,85
1140,85
1141,85
1142,85
1143,85
1144,85
1145,85
1146,85
1147,85
1148,85
1149,85
1150,85
1151,85
1152,85
1153,85
1154,85
1155,85
1156,85
1157,85
1158,85
1159,85
1160,86
1161,86
1162,86
1163,86
1164,86
1165,86
1166,86
1167,86
1168,86
1169,86
1170,86
1171,86
1172,86
1173,86
1174,86
1175,86
1176,86
1177,86
1178,86
1179,86
1180,86
1181,86
1182,86
1183,86
1184,86
1185,86
1186,86
1187,86
1188,86
1189,86
1190,86
1191,86
1192,86
1193,86
1194,86
1195,86
1196,86
1197,87
1198,87
1199,87
1200,87
1201,87
1202,87
1203,87
1204,87
1205,87
1206,87
1207,87
1208,87
1209,87
1210,87
1211,87
1212,87
1213,87
1214,87
1215,87
1216,87
1217,87
1218,87
1219,87
1220,87
1221,87
1222,87
1223,87
1224,87
1225,87
1226,87
1227,87
1228,87
1229,88
1230,88
1231,88
1232,88
1233,88
1234,88
1235,88
1236,88
1237,88
1238,88
1239,88
1240,88
1241,88
1242,88
1243,88
1244,88
1245,88
1246,88
1247,88
1248,88
1249,88
1250,88
1251,88
1252,88
1253,88
1254,88
1255,88
1256,88
1257,88
1258,88
1259,88
1260,88
1261,88
1262,88
1263,89
1264,89
1265,89
1266,89
1267,89
1268,89
1269,89
1270,89
1271,89
1272,89
1273,89
1274,89
1275,89
1276,89
1277,89
1278,89
1279,89
1280,89
1281,89
1282,89
1283,89
1284,89
1285,89
1286,89
1287,89
1288,89
1289,89
1290,89
1291,89
1292,89
1293,89
1294,89
1295,89
1296,89
1297,89
1298,89
1299,89
1300,89
1301,89
1302,89
1303,89
1304,89
1305,90
1306,90
1307,90
1308,90
1309,90
1310,90
1311,90
1312,90
1313,90
1314,90
1315,90
1316,90
1317,90
1318,90
1319,90
1320,90
1321,90
1322,90
1323,90
1324,90
1325,90
1326,90
1327,90
1328,90
1329,90
1330,90
1331,90
1332,90
1333,90
1334,90
1335,90
1336,90
1337,90
1338,91
1339,91
1340,91
1341,91
1342,91
1343,91
1344,91
1345,91
1346,91
1347,91
1348,91
1349,91
1350,91
1351,91
1352,91
1353,91
1354,91
1355,91
1356,91
1357,91
1358,91
1359,91
1360,91
1361,91
1362,91
1363,91
1364,91
1365,91
1366,91
1367,91
1368,91
1369,91
1370,91
1371,91
1372,91
1373,91
1374,91
1375,92
1376,92
1377,92
1378,92
1379,92
1380,92
1381,92
1382,92
1383,92
1384,92
1385,92
1386,92
1387,92
1388,92
1389,92
1390,92
1391,92
1392,92
1393,92
1394,92
1395,92
1396,92
1397,92
1398,92
1399,92
1400,92
1401,92
1402,92
1403,92
1404,92
1405,92
1406,92
1407,92
1408,92
1409,92
1410,92
1411,92
1412,93
1413,93
1414,93
1415,93
1416,93
1417,93
1418,93
1419,93
1420,93
1421,93
1422,93
1423,93
1424,93
1425,93
1426,93
1427,93
1428,93
1429,93
1430,93
1431,93
1432,93
1433,93
1434,93
1435,93
1436,93
1437,93
1438,93
1439,93
1440,93
1441,93
1442,93
1443,93
1444,93
1445,93
1446,93
1447,93
1448,93
1449,93
1450,94
1451,94
1452,94
1453,94
1454,94
1455,94
1456,94
1457,94
1458,94
1459,94
1460,94
1461,94
1462,94
1463,94
1464,94
1465,94
1466,94
1467,94
1468,94
1469,94
1470,94
1471,94
1472,94
1473,94
1474,94
1475,94
1476,94
1477,94
1478,94
1479,94
1480,94
1481,94
1482,94
1483,94
1484,94
1485,94
1486,94
1487,94
1488,94
1489,94
1490,94
1491,94
1492,94
1493,94
1494,94
1495,94
1496,94
1497,95
1498,95
1499,95
1500,95
1501,95
1502,95
1503,95
1504,95
1505,95
1506,95
1507,95
1508,95
1509,95
1510,95
1511,95
1512,95
1513,95
1514,95
1515,95
1516,95
1517,95
1518,95
1519,95
1520,95
1521,95
1522,95
1523,95
1524,95
1525,95
1526,95
1527,95
1528,95
1529,95
1530,95
1531,95
1532,95
1533,95
1534,96
1535,96
1536,96
1537,96
1538,96
1539,96
1540,96
1541,96
1542,96
1543,96
1544,96
1545,96
1546,96
1547,96
1548,96
1549,96
1550,96
1551,96
1552,96
1553,96
1554,96
1555,96
1556,96
1557,96
1558,96
1559,96
1560,96
1561,96
1562,96
1563,96
1564,96
1565,96
1566,96
1567,96
1568,96
1569,96
1570,96
1571,97
1572,97
1573,97
1574,97
1575,97
1576,97
1577,97
1578,97
1579,97
1580,97
1581,97
1582,97
1583,97
1584,97
1585,97
1586,97
1587,97
1588,97
1589,97
1590,97
1591,97
1592,97
1593,97
1594,97
1595,97
1596,97
1597,97
1598,97
1599,97
1600,97
1601,97
1602,97
1603,97
1604,98
1605,98
1606,98
1607,98
1608,98
1609,98
1610,98
1611,98
1612,98
1613,98
1614,98
1615,98
1616,98
1617,98
1618,98
1619,98
1620,98
1621,98
1622,98
1623,98
1624,98
1625,98
1626,98
1627,98
1628,98
1629,98
1630,98
1631,98
1632,98
1633,98
1634,98
1635,98
1636,98
1637,98
1638,98
1639,98
1640,98
1641,98
1642,98
1643,98
1644,98
1645,98
1646,98
1647,98
1648,98
1649,98
1650,98
1651,98
1652,99
1653,99
1654,99
1655,99
1656,99
1657,99
1658,99
1659,99
1660,99
1661,99
1662,99
1663,99
1664,99
1665,99
1666,99
1667,99
1668,99
1669,99
1670,99
1671,99
1672,99
1673,99
1674,99
1675,99
1676,99
1677,99
1678,99
1679,99
1680,99
1681,99
1682,99
1683,99
1684,99
1685,100
1686,100
1687,100
1688,100
1689,100
1690,100
1691,100
1692,100
1693,100
1694,100
1695,100
1696,100
1697,100
1698,100
1699,100
1700,100
1701,100
1702,100
1703,100
1704,100
1705,100
1706,100
1707,100
1708,100
1709,100
1710,100
1711,100
1712,100
1713,100
1714,100
1715,100
1716,100
1717,100
1718,100
1719,101
1720,101
1721,101
1722,101
1723,101
1724,101
1725,101
1726,101
1727,101
1728,101
1729,101
1730,101
1731,101
1732,101
1733,101
1734,101
1735,101
1736,101
1737,101
1738,101
1739,101
1740,101
1741,101
1742,101
1743,101
1744,101
1745,101
1746,101
1747,101
1748,101
1749,101
1750,101
1751,101
1752,101
1753,101
1754,102
1755,102
1756,102
1757,102
1758,102
1759,102
1760,102
1761,102
1762,102
1763,102
1764,102
1765,102
1766,102
1767,102
1768,102
1769,102
1770,102
1771,102
1772,102
1773,102
1774,102
1775,102
1776,102
1777,102
1778,102
1779,102
1780,102
1781,102
1782,102
1783,102
1784,102
1785,102
1786,102
1787,102
1788,102
1789,102
1790,102
1791,103
1792,103
1793,103
1794,103
1795,103
1796,103
1797,103
1798,103
1799,103
1800,103
1801,103
1802,103
1803,103
1804,103
1805,103
1806,103
1807,103
1808,103
1809,103
1810,103
1811,103
1812,103
1813,103
1814,103
1815,103
1816,103
1817,103
1818,103
1819,103
1820,103
1821,103
1822,103
1823,103
1824,103
1825,103
1826,103
1827,103
1828,103
1829,103
1830,103
1831,104
1832,104
1833,104
1834,104
1835,104
1836,104
1837,104
1838,104
1839,104
1840,104
1841,104
1842,104
1843,104
1844,104
1845,104
1846,104
1847,104
1848,104
1849,104
1850,104
1851,104
1852,104
1853,104
1854,104
1855,104
1856,104
1857,104
1858,104
1859,104
1860,104
1861,104
1862,105
1863,105
1864,105
1865,105
1866,105
1867,105
1868,105
1869,105
1870,105
1871,105
1872,105
1873,105
1874,105
1875,105
1876,105
1877,105
1878,105
1879,105
1880,105
1881,105
1882,105
1883,105
1884,105
1885,105
1886,105
1887,105
1888,105
1889,105
1890,105
1891,105
1892,105
1893,105
1894,105
1895,105
1896,106
1897,106
1898,106
1899,106
1900,106
1901,106
1902,106
1903,106
1904,106
1905,106
1906,106
1907,106
1908,106
1909,106
1910,106
1911,106
1912,106
1913,106
1914,106
1915,106
1916,106
1917,106
1918,106
1919,106
1920,106
1921,106
1922,106
1923,106
1924,106
1925,106
1926,106
1927,106
1928,106
1929,106
1930,106
1931,106
1932,107
1933,107
1934,107
1935,107
1936,107
1937,107
1938,107
1939,107
1940,107
1941,107
1942,107
1943,107
1944,107
1945,107
1946,107
1947,107
1948,107
1949,107
1950,107
1951,107
1952,107
1953,107
1954,107
1955,107
1956,107
1957,107
1958,107
1959,107
1960,107
1961,107
1962,107
1963,107
1964,107
1965,107
1966,107
1967,107
1968,107
1969,108
1970,108
1971,108
1972,108
1973,108
1974,108
1975,108
1976,108
1977,108
1978,108
1979,108
1980,108
1981,108
1982,108
1983,108
1984,108
1985,108
1986,108
1987,108
1988,108
1989,108
1990,108
1991,108
1992,108
1993,108
1994,108
1995,108
1996,108
1997,108
1998,108
1999,108
2000,108
2001,108
2002,108
2003,108
2004,108
2005,108
2006,108
2007,108
2008,108
2009,108
2010,108
2011,108
2012,108
2013,108
2014,108
2015,108
2016,108
2017,108
2018,108
2019,108
2020,108
2021,108
2022,108
2023,108
2024,108
2025,108
2026,108
2027,109
2028,109
2029,109
2030,109
2031,109
2032,109
2033,109
2034,109
2035,109
2036,109
2037,109
2038,109
2039,109
2040,109
2041,109
2042,109
2043,109
2044,109
2045,109
2046,109
2047,109
2048,109
2049,109
2050,109
2051,109
2052,109
2053,109
2054,109
2055,109
2056,109
2057,109
2058,109
2059,109
2060,110
2061,110
2062,110
2063,110
2064,110
2065,110
2066,110
2067,110
2068,110
2069,110
2070,110
2071,110
2072,110
2073,110
2074,110
2075,110
2076,110
2077,110
2078,110
2079,110
2080,110
2081,110
2082,110
2083,110
2084,110
2085,110
2086,110
2087,110
2088,110
2089,110
2090,110
2091,110
2092,110
2093,111
2094,111
2095,111
2096,111
2097,111
2098,111
2099,111
2100,111
2101,111
2102,111
2103,111
2104,111
2105,111
2106,111
2107,111
2108,111
2109,111
2110,111
2111,111
2112,111
2113,111
2114,111
2115,111
2116,111
2117,111
2118,111
2119,111
2120,111
2121,111
2122,111
2123,111
2124,111
2125,111
2126,111
2127,111
2128,111
2129,111
2130,111
2131,111
2132,112
2133,112
2134,112
2135,112
2136,112
2137,112
2138,112
2139,112
2140,112
2141,112
2142,112
2143,112
2144,112
2145,112
2146,112
2147,112
2148,112
2149,112
2150,112
2151,112
2152,112
2153,112
2154,112
2155,112
2156,112
2157,112
2158,112
2159,112
2160,112
2161,112
2162,112
2163,112
2164,112
2165,112
2166,112
2167,112
2168,112
2169,112
2170,113
2171,113
2172,113
2173,113
2174,113
2175,113
2176,113
2177,113
2178,113
2179,113
2180,113
2181,113
2182,113
2183,113
2184,113
2185,113
2186,113
2187,113
2188,113
2189,113
2190,113
2191,113
2192,113
2193,113
2194,113
2195,113
2196,113
2197,113
2198,113
2199,113
2200,113
2201,113
2202,113
2203,114
2204,114
2205,114
2206,114
2207,114
2208,114
2209,114
2210,114
2211,114
2212,114
2213,114
2214,114
2215,114
2216,114
2217,114
2218,114
2219,114
2220,114
2221,114
2222,114
2223,114
2224,114
2225,114
2226,114
2227,114
2228,114
2229,114
2230,114
2231,114
2232,114
2233,114
2234,114
2235,115
2236,115
2237,115
2238,115
2239,115
2240,115
2241,115
2242,115
2243,115
2244,115
2245,115
2246,115
2247,115
2248,115
2249,115
2250,115
2251,115
2252,115
2253,115
2254,115
2255,115
2256,115
2257,115
2258,115
2259,115
2260,115
2261,115
2262,115
2263,115
2264,115
2265,115
2266,115
2267,115
2268,115
2269,115
2270,115
2271,115
2272,115
2273,116
2274,116
2275,116
2276,116
2277,116
2278,116
2279,116
2280,116
2281,116
2282,116
2283,116
2284,116
2285,116
2286,116
2287,116
2288,116
2289,116
2290,116
2291,116
2292,116
2293,116
2294,116
2295,116
2296,116
2297,116
2298,116
2299,116
2300,116
2301,116
2302,116
2303,116
2304,116
2305,116
2306,116
2307,116
2308,116
2309,117
2310,117
2311,117
2312,117
2313,117
2314,117
2315,117
2316,117
2317,117
2318,117
2319,117
2320,117
2321,117
2322,117
2323,117
2324,117
2325,117
2326,117
2327,117
2328,117
2329,117
2330,117
2331,117
2332,117
2333,117
2334,117
2335,117
2336,117
2337,117
2338,117
2339,117
2340,117
2341,117
2342,118
2343,118
2344,118
2345,118
2346,118
2347,118
2348,118
2349,118
2350,118
2351,118
2352,118
2353,118
2354,118
2355,118
2356,118
2357,118
2358,118
2359,118
2360,118
2361,118
2362,118
2363,118
2364,118
2365,118
2366,118
2367,118
2368,118
2369,118
2370,118
2371,118
2372,118
2373,118
2374,118
2375,118
2376,118
2377,119
2378,119
2379,119
2380,119
2381,119
2382,119
2383,119
2384,119
2385,119
2386,119
2387,119
2388,119
2389,119
2390,119
2391,119
2392,119
2393,119
2394,119
2395,119
2396,119
2397,119
2398,119
2399,119
2400,119
2401,119
2402,119
2403,119
2404,119
2405,119
2406,119
2407,119
2408,119
2409,119
2410,119
2411,119
2412,119
2413,120
2414,120
2415,120
2416,120
2417,120
2418,120
2419,120
2420,120
2421,120
2422,120
2423,120
2424,120
2425,120
2426,120
2427,120
2428,120
2429,120
2430,120
2431,120
2432,120
2433,120
2434,120
2435,120
2436,120
2437,120
2438,120
2439,120
2440,120
2441,120
2442,120
2443,120
2444,120
2445,120
2446,120
2447,120
2448,121
2449,121
2450,121
2451,121
2452,121
2453,121
2454,121
2455,121
2456,121
2457,121
2458,121
2459,121
2460,121
2461,121
2462,121
2463,121
2464,121
2465,121
2466,121
2467,121
2468,121
2469,121
2470,121
2471,121
2472,121
2473,121
2474,121
2475,121
2476,121
2477,121
2478,121
2479,121
2480,121
2481,121
2482,121
2483,122
2484,122
2485,122
2486,122
2487,122
2488,122
2489,122
2490,122
2491,122
2492,122
2493,122
2494,122
2495,122
2496,122
2497,122
2498,122
2499,122
2500,122
2501,122
2502,122
2503,122
2504,122
2505,122
2506,122
2507,122
2508,122
2509,122
2510,122
2511,122
2512,122
2513,122
2514,122
2515,123
2516,123
2517,123
2518,123
2519,123
2520,123
2521,123
2522,123
2523,123
2524,123
2525,123
2526,123
2527,123
2528,123
2529,123
2530,123
2531,123
2532,123
2533,123
2534,123
2535,123
2536,123
2537,123
2538,123
2539,123
2540,123
2541,123
2542,123
2543,123
2544,123
2545,123
2546,123
2547,123
2548,123
2549,123
2550,123
2551,123
2552,123
2553,123
2554,123
2555,123
2556,123
2557,123
2558,124
2559,124
2560,124
2561,124
2562,124
2563,124
2564,124
2565,124
2566,124
2567,124
2568,124
2569,124
2570,124
2571,124
2572,124
2573,124
2574,124
2575,124
2576,124
2577,124
2578,124
2579,124
2580,124
2581,124
2582,124
2583,124
2584,124
2585,124
2586,124
2587,124
2588,124
2589,124
2590,124
2591,124
2592,124
2593,124
2594,124
2595,125
2596,125
2597,125
2598,125
2599,125
2600,125
2601,125
2602,125
2603,125
2604,125
2605,125
2606,125
2607,125
2608,125
2609,125
2610,125
2611,125
2612,125
2613,125
2614,125
2615,125
2616,125
2617,125
2618,125
2619,125
2620,125
2621,125
2622,125
2623,125
2624,125
2625,125
2626,125
2627,125
2628,125
2629,125
2630,125
2631,125
2632,125
2633,125
2634,125
2635,125
2636,125
2637,125
2638,126
2639,126
2640,126
2641,126
2642,126
2643,126
2644,126
2645,126
2646,126
2647,126
2648,126
2649,126
2650,126
2651,126
2652,126
2653,126
2654,126
2655,126
2656,126
2657,126
2658,126
2659,126
2660,126
2661,126
2662,126
2663,126
2664,126
2665,126
2666,126
2667,126
2668,126
2669,126
2670,126
2671,126
2672,127
2673,127
2674,127
2675,127
2676,127
2677,127
2678,127
2679,127
2680,127
2681,127
2682,127
2683,127
2684,127
2685,127
2686,127
2687,127
2688,127
2689,127
2690,127
2691,127
2692,127
2693,127
2694,127
2695,127
2696,127
2697,127
2698,127
2699,127
2700,127
2701,127
2702,127
2703,127
2704,127
2705,127
2706,127
2707,127
2708,128
2709,128
2710,128
2711,128
2712,128
2713,128
2714,128
2715,128
2716,128
2717,128
2718,128
2719,128
2720,128
2721,128
2722,128
2723,128
2724,128
2725,128
2726,128
2727,128
2728,128
2729,128
2730,128
2731,128
2732,128
2733,128
2734,128
2735,128
2736,128
2737,128
2738,128
2739,128
2740,128
2741,128
2742,128
2743,129
2744,129
2745,129
2746,129
2747,129
2748,129
2749,129
2750,129
2751,129
2752,129
2753,129
2754,129
2755,129
2756,129
2757,129
2758,129
2759,129
2760,129
2761,129
2762,129
2763,129
2764,129
2765,129
2766,129
2767,129
2768,129
2769,129
2770,129
2771,129
2772,129
2773,129
2774,129
2775,129
2776,129
2777,129
2778,130
2779,130
2780,130
2781,130
2782,130
2783,130
2784,130
2785,130
2786,130
2787,130
2788,130
2789,130
2790,130
2791,130
2792,130
2793,130
2794,130
2795,130
2796,130
2797,130
2798,130
2799,130
2800,130
2801,130
2802,130
2803,130
2804,130
2805,130
2806,130
2807,130
2808,130
2809,130
2810,130
2811,130
2812,130
2813,130
